subject	activity	domain	signal	feature	axis	valuetype	meanvalue	count
14	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.474058613408978	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	mean	-0.107556127062003	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	std	-0.7862917325387	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0433200489340217	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	std	-0.6979155314613	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0450693836894427	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	std	-0.638299064788854	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.700520939854799	323
14	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.727023009383901	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	mean	0.000253671358297214	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	std	-0.728661379340557	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0954921154823529	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	std	-0.398959362766099	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0606712446996904	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	std	-0.364478192502167	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.416459776709257	323
14	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.471486714606811	323
14	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	mean	0.672081224882353	323
14	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	std	-0.941245714736842	323
14	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	mean	-0.111701388781115	323
14	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	std	-0.942377305312693	323
14	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	mean	-0.161179728291022	323
14	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	std	-0.915927846160991	323
14	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.453262620331889	323
14	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.474058613408978	323
15	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	mean	-0.583772317445122	328
15	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	std	-0.547150855443902	328
15	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.507735205778384	328
15	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	std	-0.501568435233384	328
15	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.741745724698171	328
15	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	std	-0.711431340356707	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.643469519361585	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.637655155092835	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.609408057377744	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.605854882622652	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.805543465588415	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.845111060762195	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.614817605125915	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.643101167069512	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.562948391223628	328
15	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.623655618198171	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.83680189402439	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.849634463841463	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.664354428856402	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.709336168176829	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.760711411006098	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.684504735744512	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.711194539920732	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.751696527195122	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.732394493841463	328
15	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.695346839682927	328
15	WALKING_UPSTAIRS	Time	Body	Acceleration	X	mean	0.27821340725	328
15	WALKING_UPSTAIRS	Time	Body	Acceleration	X	std	-0.556541173089329	328
15	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	mean	-0.016464484771311	328
15	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	std	-0.481679537956006	328
15	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	mean	-0.112563587594512	328
15	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	std	-0.705706623868902	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0776897411304878	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	std	-0.624055782158537	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.00489392052706402	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.594312678045091	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.00440993190077744	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.825820881576219	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.654799694757531	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.625660376546646	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.527285352000488	328
15	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.557147874176037	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	mean	-0.0960910108539634	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	std	-0.731382711036585	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0441270690182012	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	std	-0.853956592073171	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0555645456881098	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	std	-0.795626198384146	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.805282669512195	328
15	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.837120078079268	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0281278780610671	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	std	-0.696859473045732	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.075878845519878	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	std	-0.708779069191463	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0906658516	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	std	-0.721826987530488	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.617721779796037	328
15	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.675336960047866	328
15	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	mean	0.688872511512195	328
15	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	std	-0.968733398628049	328
15	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	mean	0.102660491875	328
15	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	std	-0.956369493993902	328
15	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	mean	0.0372897701757012	328
15	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	std	-0.947240058048781	328
15	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.527285352000488	328
15	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.557147874176037	328
16	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	mean	-0.700885147341803	366
16	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	std	-0.656969045058415	366
16	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.671572147098798	366
16	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	std	-0.661844530506831	366
16	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.660989948160437	366
16	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	std	-0.605646725307104	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.744662041612022	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.73477673661306	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.748627001551913	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.738434398105465	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.752302172079235	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.782089515344262	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.713167613706148	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.729869398769672	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.666962508246721	366
16	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.712680990765301	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.87277228273224	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.886533212213115	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.789780147036612	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.804991831502732	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.815962130027322	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.809421448142077	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.756286641721311	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.756993640724044	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.81712881920765	366
16	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.802078223409836	366
16	WALKING_UPSTAIRS	Time	Body	Acceleration	X	mean	0.277887440374317	366
16	WALKING_UPSTAIRS	Time	Body	Acceleration	X	std	-0.668161498298634	366
16	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	mean	-0.0158567888309016	366
16	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	std	-0.649947067892896	366
16	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	mean	-0.107263924445355	366
16	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	std	-0.603819902386066	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0775488885374317	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	std	-0.72786174352459	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.00884018328270219	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.735080198043716	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.00143730005564208	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.767873049380055	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.725246870486339	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.719647028238525	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.616131116889044	366
16	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.661719690491803	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	mean	-0.107361614801257	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	std	-0.858298719153005	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0416615668939617	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	std	-0.86957312057377	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0539470410873497	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	std	-0.837039926065574	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.860446372459016	366
16	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.87480016568306	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0122341446725137	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	std	-0.799534450491803	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0724444803980874	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	std	-0.810124133715847	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0730144651530055	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	std	-0.737629967961749	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.718168775628415	366
16	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.78482286579235	366
16	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	mean	0.700906130308743	366
16	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	std	-0.971156432131148	366
16	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	mean	-0.0605235993797814	366
16	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	std	-0.964727519945355	366
16	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	mean	0.0402075536234973	366
16	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	std	-0.945294028639344	366
16	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.616131116889044	366
16	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.661719690491803	366
17	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	X	mean	-0.622462544449351	339
17	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	X	std	-0.559142964689676	339
17	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.569180425379852	339
17	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Y	std	-0.542590163514454	339
17	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.696059808678466	339
17	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Z	std	-0.629065517609145	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.692948207482301	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.649348718874041	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.669598735445428	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.635163006465487	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.786440272035398	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.808333054336283	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.672302752918879	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.666929054969322	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.616776986006785	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.661980075745723	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.815081807581121	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.820032370707965	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.706700939954277	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.751468354340413	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.75655421820059	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.742303506283186	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.704461092123894	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.724259849884956	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.750925804837758	339
17	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.765190625132743	339
17	WALKING_DOWNSTAIRS	Time	Body	Acceleration	X	mean	0.273849441115044	339
17	WALKING_DOWNSTAIRS	Time	Body	Acceleration	X	std	-0.575384465440796	339
17	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Y	mean	-0.0175178488555457	339
17	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Y	std	-0.531725560539469	339
17	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Z	mean	-0.10894543593472	339
17	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Z	std	-0.633174442559882	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	X	mean	0.081880267239528	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	X	std	-0.655962717654867	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.0083599305380531	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.641279470927434	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Z	mean	0.00313640220584071	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.798055545516224	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.671076885553097	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.668331557015634	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.532690252939646	339
17	WALKING_DOWNSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.606069140132448	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	X	mean	-0.108510381387316	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	X	std	-0.770982322212389	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0389503517365487	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Y	std	-0.811674344749263	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0505134530712979	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Z	std	-0.792412597492625	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.794708804985251	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.810882493864307	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0137199915971209	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	X	std	-0.739509361150443	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0841275327556873	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Y	std	-0.746029348082596	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0761605469356047	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Z	std	-0.697883518596755	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.649912792768584	339
17	WALKING_DOWNSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.730340424530973	339
17	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	X	mean	0.681018816489676	339
17	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	X	std	-0.969925765014749	339
17	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Y	mean	0.00208485938053097	339
17	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Y	std	-0.956590055339233	339
17	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Z	mean	0.00457967780088496	339
17	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Z	std	-0.946280153185841	339
17	WALKING_DOWNSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.532690252939646	339
17	WALKING_DOWNSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.606069140132448	339
17	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	mean	-0.994496322758621	29
17	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	std	-0.995250992758621	29
17	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.982367664137931	29
17	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	std	-0.97835155862069	29
17	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.986495766206897	29
17	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	std	-0.978759603793103	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.994117062068966	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.994459398275862	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.988820999655172	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.990414811034483	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.990597965172414	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.991935782413793	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.993005947241379	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.992630932068965	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.990007266206896	29
17	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.98628791137931	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.99327833	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.993482856896552	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.985993540344828	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.987354722068966	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.987392253103448	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.98380969137931	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.988668107931034	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.988732922758621	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.986607555172414	29
17	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.981446073103448	29
17	WALKING_UPSTAIRS	Time	Body	Acceleration	X	mean	0.276134936206897	29
17	WALKING_UPSTAIRS	Time	Body	Acceleration	X	std	-0.99504124	29
17	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	mean	-0.0178192998868966	29
17	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	std	-0.979413535862069	29
17	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	mean	-0.112173902413793	29
17	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	std	-0.980976484137931	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0758626965517241	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	std	-0.994019934482759	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.0100040808789655	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.989158120689655	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.00236484369931035	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.992004427241379	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.993245806206897	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.993375015172414	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.985418968275862	29
17	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.986826527241379	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	mean	-0.100183297172414	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	std	-0.991854138275862	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0417622900689655	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	std	-0.993318104482759	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0547796899655172	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	std	-0.993400307586207	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.994309820689655	29
17	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.993276945862069	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0257577297931034	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	std	-0.986979955517241	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0661512840241379	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	std	-0.985073170689655	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	mean	0.087130975137931	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	std	-0.987937566551724	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.983299607586207	29
17	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.981656969655172	29
17	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	mean	0.908399606896552	29
17	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	std	-0.993349445862069	29
17	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	mean	-0.198659870344828	29
17	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	std	-0.984760977241379	29
17	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	mean	-0.278195591724138	29
17	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	std	-0.98129168137931	29
17	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.985418968275862	29
